keywords,bid,views,clicks,conversions,total costs
softcover notebook,19,4147,344.0,37.0,6536.0
art sketchbook,15,1400,136.0,10.0,2040.0
kids notebook,14,1654,207.0,10.0,2898.0
kids notebook,14,4105,514.0,26.0,7196.0
personalized notebook,22,1497,242.0,31.0,5324.0
graph paper notebook,21,3895,403.0,48.0,8463.0
dotted grid notebook,21,4587,335.0,48.0,7035.0
leather cover notebook,23,2351,146.0,14.0,3358.0
softcover notebook,19,1097,91.0,10.0,1729.0
art sketchbook,15,3413,333.0,24.0,4995.0
notebook with pockets,22,4800,936.0,65.0,20592.0
art sketchbook,15,1462,143.0,10.0,2145.0
kids notebook,14,3075,385.0,19.0,5390.0
college ruled notebook,23,3760,555.0,42.0,12765.0
notebook with pen holder,25,4457,428.0,59.0,10700.0
large notebook,15,1272,122.0,9.0,1830.0
leather cover notebook,23,3873,241.0,24.0,5543.0
notebook with pen holder,25,2150,206.0,28.0,5150.0
college ruled notebook,23,3249,479.0,36.0,11017.0
art sketchbook,15,4592,448.0,32.0,6720.0
art sketchbook,15,4358,425.0,30.0,6375.0
kids notebook,14,3497,438.0,22.0,6132.0
hardcover notebook,19,2111,221.0,30.0,4199.0
art sketchbook,15,4389,428.0,30.0,6420.0
vintage notebook,17,1018,66.0,4.0,1122.0
softcover notebook,19,2616,217.0,23.0,4123.0
softcover notebook,19,4178,347.0,37.0,6593.0
hardcover notebook,19,2481,260.0,35.0,4940.0
graph paper notebook,21,3358,347.0,42.0,7287.0
dotted grid notebook,21,1411,103.0,15.0,2163.0
vintage notebook,17,1741,113.0,7.0,1921.0
waterproof notebook,20,3671,682.0,55.0,13640.0
travelers notebook,19,3779,519.0,38.0,9861.0
softcover notebook,19,3682,305.0,33.0,5795.0
graph paper notebook,21,3545,367.0,44.0,7707.0
softcover notebook,19,3291,273.0,29.0,5187.0
engineering notebook,21,3737,428.0,25.0,8988.0
softcover notebook,19,3624,301.0,32.0,5719.0
personalized notebook,22,2403,388.0,49.0,8536.0
notebook with pockets,22,1514,295.0,21.0,6490.0
leather cover notebook,23,1206,75.0,7.0,1725.0
academic planner notebook,26,1947,165.0,15.0,4290.0
notebook with pen holder,25,3441,330.0,45.0,8250.0
leather cover notebook,23,4092,254.0,25.0,5842.0
personalized notebook,22,2828,456.0,58.0,10032.0
dotted grid notebook,21,4598,335.0,48.0,7035.0
large notebook,15,4414,423.0,30.0,6345.0
large notebook,15,3765,361.0,26.0,5415.0
kids notebook,14,2998,375.0,19.0,5250.0
art sketchbook,15,3249,317.0,22.0,4755.0
personalized notebook,22,3167,511.0,64.0,11242.0
dotted grid notebook,21,2672,195.0,28.0,4095.0
dotted grid notebook,21,4883,356.0,51.0,7476.0
art sketchbook,15,2830,276.0,20.0,4140.0
art sketchbook,15,3436,335.0,24.0,5025.0
vintage notebook,17,2560,166.0,10.0,2822.0
spiral bound notebook,22,2847,493.0,29.0,10846.0
academic planner notebook,26,3281,278.0,25.0,7228.0
notebook with pockets,22,2656,518.0,36.0,11396.0
plain paper,12,1601,175.0,20.0,2100.0
waterproof notebook,20,2343,435.0,35.0,8700.0
large notebook,15,1711,164.0,12.0,2460.0
leather cover notebook,23,1981,123.0,12.0,2829.0
waterproof notebook,20,2203,409.0,33.0,8180.0
large notebook,15,3904,374.0,27.0,5610.0
vintage notebook,17,2391,155.0,10.0,2635.0
art sketchbook,15,3123,304.0,22.0,4560.0
academic planner notebook,26,3696,313.0,28.0,8138.0
recycled paper notebook,24,3697,485.0,38.0,11640.0
academic planner notebook,26,3543,300.0,27.0,7800.0
softcover notebook,19,4593,381.0,41.0,7239.0
dotted grid notebook,21,4272,312.0,45.0,6552.0
plain paper,12,1829,200.0,23.0,2400.0
leather cover notebook,23,4417,275.0,27.0,6325.0
notebook with pockets,22,3530,688.0,48.0,15136.0
spiral bound notebook,22,4290,743.0,43.0,16346.0
notebook with pockets,22,4131,805.0,56.0,17710.0
dotted grid notebook,21,4038,295.0,42.0,6195.0
engineering notebook,21,4730,542.0,32.0,11382.0
plain paper,12,3666,402.0,45.0,4824.0
art sketchbook,15,1549,151.0,11.0,2265.0
travelers notebook,19,1645,226.0,17.0,4294.0
academic planner notebook,26,4982,422.0,37.0,10972.0
notebook with pen holder,25,2244,215.0,29.0,5375.0
kids notebook,14,4886,611.0,31.0,8554.0
notebook with pockets,22,3549,692.0,48.0,15224.0
personalized notebook,22,4204,678.0,86.0,14916.0
spiral bound notebook,22,1845,320.0,19.0,7040.0
academic planner notebook,26,3100,263.0,23.0,6838.0
dotted grid notebook,21,1449,106.0,15.0,2226.0
vintage notebook,17,3109,202.0,12.0,3434.0
leather cover notebook,23,4094,254.0,25.0,5842.0
leather cover notebook,23,1043,65.0,6.0,1495.0
notebook with pockets,22,3867,754.0,53.0,16588.0
dotted grid notebook,21,2581,188.0,27.0,3948.0
graph paper notebook,21,1658,172.0,21.0,3612.0
college ruled notebook,23,1727,255.0,19.0,5865.0
softcover notebook,19,3899,323.0,35.0,6137.0
plain paper,12,3094,339.0,38.0,4068.0
recycled paper notebook,24,4930,647.0,50.0,15528.0
softcover notebook,19,3867,321.0,34.0,6099.0
leather cover notebook,23,2047,127.0,13.0,2921.0
hardcover notebook,19,2680,281.0,38.0,5339.0
academic planner notebook,26,3136,266.0,24.0,6916.0
academic planner notebook,26,2197,186.0,17.0,4836.0
academic planner notebook,26,4647,394.0,35.0,10244.0
hardcover notebook,19,2142,224.0,30.0,4256.0
waterproof notebook,20,3782,702.0,57.0,14040.0
notebook with pen holder,25,2691,258.0,35.0,6450.0
travelers notebook,19,3225,443.0,33.0,8417.0
art sketchbook,15,4066,396.0,28.0,5940.0
spiral bound notebook,22,2855,495.0,29.0,10890.0
recycled paper notebook,24,2947,387.0,30.0,9288.0
kids notebook,14,2365,296.0,15.0,4144.0
leather cover notebook,23,4639,288.0,28.0,6624.0
academic planner notebook,26,4130,350.0,31.0,9100.0
kids notebook,14,3948,494.0,25.0,6916.0
notebook with pen holder,25,1437,138.0,19.0,3450.0
large notebook,15,2451,235.0,17.0,3525.0
large notebook,15,1425,137.0,10.0,2055.0
vintage notebook,17,1967,128.0,8.0,2176.0
spiral bound notebook,22,2404,416.0,24.0,9152.0
large notebook,15,1485,142.0,10.0,2130.0
hardcover notebook,19,2755,289.0,39.0,5491.0
notebook with pen holder,25,4256,408.0,56.0,10200.0
large notebook,15,4630,444.0,32.0,6660.0
vintage notebook,17,3507,228.0,14.0,3876.0
art sketchbook,15,4960,483.0,34.0,7245.0
travelers notebook,19,3968,545.0,40.0,10355.0
travelers notebook,19,4173,573.0,42.0,10887.0
notebook with pockets,22,2579,503.0,35.0,11066.0
graph paper notebook,21,4086,423.0,51.0,8883.0
notebook with pen holder,25,3795,364.0,50.0,9100.0
kids notebook,14,2896,362.0,18.0,5068.0
recycled paper notebook,24,1050,138.0,11.0,3312.0
college ruled notebook,23,3356,495.0,37.0,11385.0
large notebook,15,2057,197.0,14.0,2955.0
spiral bound notebook,22,2659,461.0,27.0,10142.0
travelers notebook,19,4052,556.0,41.0,10564.0
hardcover notebook,19,2612,274.0,37.0,5206.0
kids notebook,14,2927,366.0,19.0,5124.0
dotted grid notebook,21,3682,269.0,39.0,5649.0
travelers notebook,19,1204,165.0,12.0,3135.0
college ruled notebook,23,3787,559.0,42.0,12857.0
academic planner notebook,26,2093,177.0,16.0,4602.0
softcover notebook,19,4301,357.0,38.0,6783.0
spiral bound notebook,22,4551,788.0,46.0,17336.0
kids notebook,14,1532,192.0,10.0,2688.0
engineering notebook,21,3155,362.0,21.0,7602.0
academic planner notebook,26,3923,332.0,29.0,8632.0
kids notebook,14,2264,283.0,14.0,3962.0
leather cover notebook,23,1250,78.0,8.0,1794.0
leather cover notebook,23,1134,70.0,7.0,1610.0
waterproof notebook,20,4161,773.0,63.0,15460.0
waterproof notebook,20,2614,485.0,39.0,9700.0
notebook with pen holder,25,4511,433.0,59.0,10825.0
spiral bound notebook,22,3736,647.0,37.0,14234.0
vintage notebook,17,4369,284.0,18.0,4828.0
engineering notebook,21,1406,161.0,9.0,3381.0
college ruled notebook,23,4379,646.0,48.0,14858.0
hardcover notebook,19,1101,115.0,15.0,2185.0
spiral bound notebook,22,2384,413.0,24.0,9086.0
college ruled notebook,23,4918,725.0,54.0,16675.0
dotted grid notebook,21,4695,343.0,49.0,7203.0
academic planner notebook,26,3740,317.0,28.0,8242.0
waterproof notebook,20,4687,870.0,71.0,17400.0
waterproof notebook,20,2551,474.0,38.0,9480.0
recycled paper notebook,24,2631,345.0,27.0,8280.0
softcover notebook,19,2316,192.0,21.0,3648.0
leather cover notebook,23,4217,262.0,26.0,6026.0
graph paper notebook,21,1403,145.0,17.0,3045.0
plain paper,12,1813,199.0,23.0,2388.0
academic planner notebook,26,4073,345.0,31.0,8970.0
academic planner notebook,26,4190,355.0,32.0,9230.0
college ruled notebook,23,3902,576.0,43.0,13248.0
art sketchbook,15,2629,256.0,18.0,3840.0
college ruled notebook,23,4262,629.0,47.0,14467.0
kids notebook,14,2026,254.0,13.0,3556.0
notebook with pen holder,25,3989,383.0,53.0,9575.0
softcover notebook,19,2020,168.0,18.0,3192.0
plain paper,12,4558,499.0,56.0,5988.0
notebook with pen holder,25,4694,450.0,62.0,11250.0
graph paper notebook,21,3224,334.0,40.0,7014.0
softcover notebook,19,2280,189.0,20.0,3591.0
travelers notebook,19,3920,538.0,40.0,10222.0
notebook with pockets,22,4605,898.0,63.0,19756.0
college ruled notebook,23,3524,520.0,39.0,11960.0
travelers notebook,19,3445,473.0,35.0,8987.0
notebook with pen holder,25,2519,242.0,33.0,6050.0
spiral bound notebook,22,1219,211.0,12.0,4642.0
travelers notebook,19,3004,412.0,30.0,7828.0
notebook with pen holder,25,1172,112.0,15.0,2800.0
dotted grid notebook,21,3783,276.0,40.0,5796.0
plain paper,12,2413,264.0,30.0,3168.0
softcover notebook,19,1501,125.0,13.0,2375.0
graph paper notebook,21,4648,481.0,58.0,10101.0
college ruled notebook,23,2812,415.0,31.0,9545.0
notebook with pen holder,25,3808,365.0,50.0,9125.0
waterproof notebook,20,4331,804.0,65.0,16080.0
softcover notebook,19,3178,264.0,28.0,5016.0
personalized notebook,22,4184,675.0,85.0,14850.0
leather cover notebook,23,1797,112.0,11.0,2576.0
college ruled notebook,23,3846,567.0,43.0,13041.0
art sketchbook,15,1929,188.0,13.0,2820.0
dotted grid notebook,21,1722,126.0,18.0,2646.0
plain paper,12,4091,448.0,51.0,5376.0
engineering notebook,21,3262,374.0,22.0,7854.0
personalized notebook,22,2333,377.0,48.0,8294.0
plain paper,12,2274,249.0,28.0,2988.0
recycled paper notebook,24,1487,195.0,15.0,4680.0
kids notebook,14,4453,557.0,28.0,7798.0
spiral bound notebook,22,4480,776.0,45.0,17072.0
personalized notebook,22,4342,701.0,88.0,15422.0
dotted grid notebook,21,2957,216.0,31.0,4536.0
spiral bound notebook,22,4478,776.0,45.0,17072.0
dotted grid notebook,21,4763,348.0,50.0,7308.0
graph paper notebook,21,2217,229.0,27.0,4809.0
kids notebook,14,2464,308.0,16.0,4312.0
recycled paper notebook,24,1312,172.0,13.0,4128.0
waterproof notebook,20,1078,200.0,16.0,4000.0
art sketchbook,15,3227,315.0,22.0,4725.0
graph paper notebook,21,4051,419.0,50.0,8799.0
art sketchbook,15,1674,163.0,12.0,2445.0
engineering notebook,21,2737,314.0,18.0,6594.0
softcover notebook,19,1013,84.0,9.0,1596.0
hardcover notebook,19,3906,409.0,55.0,7771.0
softcover notebook,19,3293,273.0,29.0,5187.0
notebook with pen holder,25,3045,292.0,40.0,7300.0
academic planner notebook,26,2037,173.0,15.0,4498.0
travelers notebook,19,3146,432.0,32.0,8208.0
vintage notebook,17,1032,67.0,4.0,1139.0
notebook with pockets,22,2459,479.0,33.0,10538.0
art sketchbook,15,1256,122.0,9.0,1830.0
college ruled notebook,23,1033,152.0,11.0,3496.0
academic planner notebook,26,3066,260.0,23.0,6760.0
hardcover notebook,19,4735,496.0,67.0,9424.0
kids notebook,14,2283,286.0,14.0,4004.0
softcover notebook,19,4747,394.0,42.0,7486.0
leather cover notebook,23,3636,226.0,22.0,5198.0
large notebook,15,2849,273.0,20.0,4095.0
recycled paper notebook,24,4487,589.0,46.0,14136.0
college ruled notebook,23,3184,470.0,35.0,10810.0
leather cover notebook,23,1358,84.0,8.0,1932.0
vintage notebook,17,4791,311.0,19.0,5287.0
waterproof notebook,20,1753,325.0,26.0,6500.0
large notebook,15,2602,249.0,18.0,3735.0
academic planner notebook,26,4187,355.0,32.0,9230.0
academic planner notebook,26,1403,119.0,11.0,3094.0
recycled paper notebook,24,2225,292.0,23.0,7008.0
plain paper,12,2399,263.0,30.0,3156.0
graph paper notebook,21,3297,341.0,41.0,7161.0
notebook with pen holder,25,3493,335.0,46.0,8375.0
spiral bound notebook,22,4001,693.0,40.0,15246.0
personalized notebook,22,1277,206.0,26.0,4532.0
hardcover notebook,19,1111,116.0,16.0,2204.0
notebook with pen holder,25,2986,287.0,39.0,7175.0
vintage notebook,17,4914,319.0,20.0,5423.0
waterproof notebook,20,4544,844.0,68.0,16880.0
college ruled notebook,23,3793,560.0,42.0,12880.0
waterproof notebook,20,3735,693.0,56.0,13860.0
academic planner notebook,26,1391,118.0,10.0,3068.0
kids notebook,14,1968,246.0,12.0,3444.0
college ruled notebook,23,3190,471.0,35.0,10833.0
kids notebook,14,2055,257.0,13.0,3598.0
spiral bound notebook,22,3228,559.0,32.0,12298.0
recycled paper notebook,24,3626,476.0,37.0,11424.0
large notebook,15,4587,440.0,32.0,6600.0
engineering notebook,21,3845,441.0,26.0,9261.0
dotted grid notebook,21,1268,93.0,13.0,1953.0
large notebook,15,4307,413.0,30.0,6195.0
graph paper notebook,21,4348,450.0,54.0,9450.0
graph paper notebook,21,3600,372.0,44.0,7812.0
personalized notebook,22,3680,594.0,75.0,13068.0
kids notebook,14,3029,379.0,19.0,5306.0
softcover notebook,19,1274,106.0,11.0,2014.0
leather cover notebook,23,1742,108.0,11.0,2484.0
dotted grid notebook,21,4887,357.0,51.0,7497.0
recycled paper notebook,24,1085,142.0,11.0,3408.0
academic planner notebook,26,4134,350.0,31.0,9100.0
hardcover notebook,19,1403,147.0,20.0,2793.0
personalized notebook,22,3239,523.0,66.0,11506.0
leather cover notebook,23,4364,271.0,27.0,6233.0
leather cover notebook,23,3045,189.0,19.0,4347.0
art sketchbook,15,2054,200.0,14.0,3000.0
personalized notebook,22,4401,710.0,90.0,15620.0
large notebook,15,4729,453.0,32.0,6795.0
vintage notebook,17,3154,205.0,13.0,3485.0
notebook with pockets,22,2894,564.0,39.0,12408.0
college ruled notebook,23,3669,541.0,41.0,12443.0
art sketchbook,15,1275,124.0,9.0,1860.0
kids notebook,14,4793,600.0,30.0,8400.0
leather cover notebook,23,1650,103.0,10.0,2369.0
plain paper,12,2621,287.0,32.0,3444.0
kids notebook,14,3603,451.0,23.0,6314.0
vintage notebook,17,2105,137.0,8.0,2329.0
travelers notebook,19,4135,568.0,42.0,10792.0
travelers notebook,19,2913,400.0,30.0,7600.0
art sketchbook,15,4926,480.0,34.0,7200.0
notebook with pockets,22,4904,956.0,67.0,21032.0
plain paper,12,3614,396.0,45.0,4752.0
vintage notebook,17,1585,103.0,6.0,1751.0
vintage notebook,17,3932,255.0,16.0,4335.0
recycled paper notebook,24,1128,148.0,12.0,3552.0
large notebook,15,1255,120.0,9.0,1800.0
personalized notebook,22,3981,642.0,81.0,14124.0
large notebook,15,1230,118.0,8.0,1770.0
travelers notebook,19,4568,627.0,46.0,11913.0
personalized notebook,22,2160,349.0,44.0,7678.0
spiral bound notebook,22,3910,677.0,39.0,14894.0
softcover notebook,19,4526,375.0,40.0,7125.0
engineering notebook,21,4984,571.0,33.0,11991.0
art sketchbook,15,3402,332.0,24.0,4980.0
spiral bound notebook,22,2647,459.0,27.0,10098.0
graph paper notebook,21,4556,471.0,56.0,9891.0
hardcover notebook,19,4891,513.0,69.0,9747.0
kids notebook,14,3193,400.0,20.0,5600.0
large notebook,15,3047,292.0,21.0,4380.0
leather cover notebook,23,4104,255.0,25.0,5865.0
notebook with pockets,22,1259,245.0,17.0,5390.0
waterproof notebook,20,3134,582.0,47.0,11640.0
dotted grid notebook,21,1842,134.0,19.0,2814.0
large notebook,15,2971,285.0,20.0,4275.0
academic planner notebook,26,1264,107.0,10.0,2782.0
large notebook,15,4903,470.0,34.0,7050.0
travelers notebook,19,4613,633.0,47.0,12027.0
plain paper,12,1391,152.0,17.0,1824.0
hardcover notebook,19,3279,344.0,46.0,6536.0
academic planner notebook,26,1900,161.0,14.0,4186.0
college ruled notebook,23,1587,234.0,18.0,5382.0
softcover notebook,19,3494,290.0,31.0,5510.0
art sketchbook,15,2152,210.0,15.0,3150.0
vintage notebook,17,2294,149.0,9.0,2533.0
academic planner notebook,26,4160,353.0,31.0,9178.0
spiral bound notebook,22,1465,254.0,15.0,5588.0
dotted grid notebook,21,3981,290.0,42.0,6090.0
recycled paper notebook,24,2193,288.0,22.0,6912.0
dotted grid notebook,21,3175,232.0,33.0,4872.0
vintage notebook,17,4245,276.0,17.0,4692.0
hardcover notebook,19,2972,311.0,42.0,5909.0
notebook with pen holder,25,2049,197.0,27.0,4925.0
college ruled notebook,23,3620,534.0,40.0,12282.0
travelers notebook,19,3558,488.0,36.0,9272.0
leather cover notebook,23,1487,92.0,9.0,2116.0
plain paper,12,3938,431.0,49.0,5172.0
recycled paper notebook,24,3626,476.0,37.0,11424.0
softcover notebook,19,1949,162.0,17.0,3078.0
academic planner notebook,26,1405,119.0,11.0,3094.0
notebook with pen holder,25,2049,197.0,27.0,4925.0
dotted grid notebook,21,2106,154.0,22.0,3234.0
travelers notebook,19,1363,187.0,14.0,3553.0
travelers notebook,19,2390,328.0,24.0,6232.0
softcover notebook,19,2083,173.0,19.0,3287.0
recycled paper notebook,24,1550,203.0,16.0,4872.0
personalized notebook,22,2658,429.0,54.0,9438.0
graph paper notebook,21,1291,134.0,16.0,2814.0
personalized notebook,22,3836,619.0,78.0,13618.0
recycled paper notebook,24,2960,389.0,30.0,9336.0
art sketchbook,15,4957,483.0,34.0,7245.0
art sketchbook,15,3863,377.0,27.0,5655.0
spiral bound notebook,22,2817,488.0,28.0,10736.0
dotted grid notebook,21,1190,87.0,13.0,1827.0
vintage notebook,17,1460,95.0,6.0,1615.0
art sketchbook,15,4875,475.0,34.0,7125.0
notebook with pen holder,25,3711,356.0,49.0,8900.0
travelers notebook,19,2919,401.0,30.0,7619.0
vintage notebook,17,3280,213.0,13.0,3621.0
dotted grid notebook,21,3521,257.0,37.0,5397.0
notebook with pen holder,25,4476,430.0,59.0,10750.0
large notebook,15,3705,355.0,25.0,5325.0
notebook with pockets,22,1270,248.0,17.0,5456.0
plain paper,12,4918,539.0,61.0,6468.0
hardcover notebook,19,2157,226.0,30.0,4294.0
waterproof notebook,20,1170,217.0,18.0,4340.0
art sketchbook,15,2438,238.0,17.0,3570.0
softcover notebook,19,1027,85.0,9.0,1615.0
engineering notebook,21,1135,130.0,8.0,2730.0
spiral bound notebook,22,3972,688.0,40.0,15136.0
engineering notebook,21,3452,396.0,23.0,8316.0
graph paper notebook,21,4024,416.0,50.0,8736.0
graph paper notebook,21,1887,195.0,23.0,4095.0
travelers notebook,19,2528,347.0,26.0,6593.0
notebook with pockets,22,2264,441.0,31.0,9702.0
large notebook,15,1855,178.0,13.0,2670.0
academic planner notebook,26,3491,296.0,26.0,7696.0
large notebook,15,3481,334.0,24.0,5010.0
softcover notebook,19,2251,187.0,20.0,3553.0
hardcover notebook,19,1508,158.0,21.0,3002.0
travelers notebook,19,4870,668.0,49.0,12692.0
art sketchbook,15,2326,227.0,16.0,3405.0
hardcover notebook,19,3081,323.0,43.0,6137.0
leather cover notebook,23,2025,126.0,12.0,2898.0
softcover notebook,19,1361,113.0,12.0,2147.0
softcover notebook,19,2218,184.0,20.0,3496.0
notebook with pockets,22,1605,313.0,22.0,6886.0
dotted grid notebook,21,2863,209.0,30.0,4389.0
large notebook,15,2331,223.0,16.0,3345.0
engineering notebook,21,2670,306.0,18.0,6426.0
academic planner notebook,26,1715,145.0,13.0,3770.0
large notebook,15,3297,316.0,23.0,4740.0
vintage notebook,17,3194,207.0,13.0,3519.0
graph paper notebook,21,4417,457.0,55.0,9597.0
dotted grid notebook,21,1347,98.0,14.0,2058.0
personalized notebook,22,2277,367.0,46.0,8074.0
hardcover notebook,19,1398,147.0,20.0,2793.0
engineering notebook,21,2357,270.0,16.0,5670.0
large notebook,15,2199,211.0,15.0,3165.0
recycled paper notebook,24,3172,416.0,32.0,9984.0
kids notebook,14,3810,477.0,24.0,6678.0
college ruled notebook,23,3445,508.0,38.0,11684.0
college ruled notebook,23,3178,469.0,35.0,10787.0
academic planner notebook,26,2585,219.0,19.0,5694.0
personalized notebook,22,3652,589.0,74.0,12958.0
kids notebook,14,3939,493.0,25.0,6902.0
college ruled notebook,23,1821,269.0,20.0,6187.0
softcover notebook,19,1901,158.0,17.0,3002.0
hardcover notebook,19,1944,204.0,27.0,3876.0
softcover notebook,19,4478,372.0,40.0,7068.0
travelers notebook,19,3779,519.0,38.0,9861.0
graph paper notebook,21,2869,297.0,36.0,6237.0
travelers notebook,19,1333,183.0,14.0,3477.0
large notebook,15,2043,196.0,14.0,2940.0
hardcover notebook,19,3252,341.0,46.0,6479.0
kids notebook,14,4674,585.0,30.0,8190.0
vintage notebook,17,4003,260.0,16.0,4420.0
kids notebook,14,1354,169.0,9.0,2366.0
notebook with pockets,22,2196,428.0,30.0,9416.0
dotted grid notebook,21,2212,161.0,23.0,3381.0
academic planner notebook,26,1823,155.0,14.0,4030.0
travelers notebook,19,2025,278.0,21.0,5282.0
engineering notebook,21,2896,332.0,19.0,6972.0
